Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	2012	2013	2014	2015	2016	2017	2018	2019	Estimates Start After
San Marino	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2012 Frequency of source data: Monthly Base year: 2002 Primary domestic currency: Euro Data last updated: 03/2014	126.751	128.399	129.683	131.239	132.945	134.807	136.829	139.155	2012.0
São Tomé and Príncipe	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Instituto Nacional de Estatistica de Sao Tome & Principe. Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. 2000=100 Primary domestic currency: São Tomé and Príncipe dobra Data last updated: 08/2014	592.644	634.926	673.022	699.942	720.941	742.569	764.846	787.791	2013.0
Saudi Arabia	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Central Department of Statistics and Information (CDSI), Ministry of Economy and Planning. Published by the Saudi Arabia Monetary Agency. Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly. Monthly from 2011 onwards, annual data in prior years Base year: 2007 Primary domestic currency: Saudi Arabian riyal Data last updated: 09/2014	124.700	128.400	132.480	136.899	141.643	146.668	151.763	156.917	2013.0
Senegal	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2011 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 09/2014	103.439	103.357	104.846	106.381	107.868	109.305	110.797	112.310	2011.0
Serbia	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Serbian Statistical Office Latest actual data: 2013 Harmonized prices: No. Since January 2007, before retail prices approximating CPI by applying CPI weights. Frequency of source data: Monthly Base year: 2006. The 2010 basket is based on the household survey of 2008 updated by price increases in 2009 Primary domestic currency: Serbian dinar Data last updated: 09/2014	170.074	173.808	179.582	187.214	194.703	202.491	210.590	219.014	2013.0
Seychelles	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Seychelles rupee Data last updated: 07/2014	202.979	209.918	216.761	223.725	230.756	237.673	244.918	252.385	2013.0
Sierra Leone	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Freetown CPI Latest actual data: 2012. Latest is June 2013 Harmonized prices: No. The data cover only the national capital, Freetown. Frequency of source data: Monthly Base year: 1992 Primary domestic currency: Sierra Leonean leone Data last updated: 09/2014	1,742.750	1,891.360	2,080.496	2,278.143	2,460.395	2,608.018	2,764.499	2,913.782	2012.0
Singapore	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2009 Primary domestic currency: Singapore dollar Data last updated: 09/2014	114.571	116.877	118.198	121.587	124.674	127.521	130.511	133.478	2013.0
Slovak Republic	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: Haver Analytics. Eurostat Latest actual data: 2013 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2014	122.550	123.030	123.891	125.638	127.544	129.687	132.283	134.921	2013.0
Slovenia	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2014	120.337	121.131	121.858	123.320	125.663	128.051	130.612	133.224	2013.0
Solomon Islands	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2005. Re-indexed to 2005 = 100. Primary domestic currency: Solomon Islands dollar Data last updated: 08/2014	170.200	174.400	182.662	187.582	197.698	206.559	215.488	225.138	2013.0
South Africa	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: South African rand Data last updated: 09/2014	203.846	214.854	228.454	241.704	254.998	268.513	282.744	297.730	2013.0
South Sudan	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. National Bureau of Statistics Latest actual data: 2013 Base year: 2011. 6/1/2011 Primary domestic currency: South Sudanese pound Data last updated: 09/2014	169.628	154.723	166.862	175.205	183.966	193.164	202.822	212.963	2013.0
Spain	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: Yes Frequency of source data: Monthly Primary domestic currency: Euro Data last updated: 09/2014	121.280	121.650	121.657	122.600	123.730	125.145	126.881	128.589	2013.0
Sri Lanka	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. CPI Colombo Latest actual data: 2012 Harmonized prices: No Frequency of source data: Monthly Base year: The current base year is Jan.2006-Dec.2007=100. The authorities issue data from Jan 2008 onward for this base year.  We use previous base year data (2002=100) and (1952=100) to calculate historical data prior 2008. Therefore the average from Jan.2006 to Dec.2007 may not equal to 100. Primary domestic currency: Sri Lanka rupee Data last updated: 09/2014	168.600	176.500	185.724	195.908	206.651	217.983	229.937	242.546	2012.0
St. Kitts and Nevis	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 2001. Period average and end of period CPIs do not equal 100 in the base year as the index for January is set as a base. Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2014	110.560	110.969	111.967	113.983	116.035	118.123	120.486	123.377	2013.0
St. Lucia	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2008. Base month is January 2008. Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2014	116.150	115.287	117.363	120.206	123.586	126.729	128.626	131.684	2013.0
St. Vincent and the Grenadines	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2010. January 2010  = 100. Primary domestic currency: Eastern Caribbean dollar Data last updated: 08/2014	107.200	107.200	109.505	111.366	113.315	115.355	117.662	120.015	2013.0
Sudan	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Central Bureau of Statistics. Latest actual data: 2010 Harmonized prices: No Frequency of source data: Monthly Base year: 2007. 2007=100 Primary domestic currency: Sudanese pound Data last updated: 09/2014	262.793	372.910	479.936	539.448	585.840	623.920	659.483	694.436	2010.0
Suriname	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2001 Primary domestic currency: Surinamese dollar Data last updated: 09/2014	323.320	325.221	337.568	348.245	358.743	369.843	380.786	392.432	2013.0
Swaziland	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. For data prior to 1998, the source is the International Financial Statistics - IFS. Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. December=100 Primary domestic currency: Swaziland lilangeni Data last updated: 08/2014	237.663	248.120	264.758	279.528	294.622	309.943	326.060	343.015	2013.0
Sweden	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Consumer Price Index (Shadow Index) Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2013 Primary domestic currency: Swedish krona Data last updated: 09/2014	100.132	100.269	100.770	102.624	104.574	106.770	109.012	111.193	2013.0
Switzerland	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2010. December 2010 Primary domestic currency: Swiss franc Data last updated: 09/2014	99.005	99.095	99.215	99.439	100.408	101.412	102.426	103.450	2013.0
Syria	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2011 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Syrian pound Data last updated: 06/2014									2011.0
Taiwan Province of China	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office. Data retrieved from CEIC Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2011 Primary domestic currency: New Taiwan dollar Data last updated: 09/2014	101.604	101.951	103.378	105.446	107.555	109.706	111.900	114.138	2013.0
Tajikistan	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2012 Harmonized prices: No Frequency of source data: Monthly Base year: 1997 Primary domestic currency: Tajik somoni Data last updated: 08/2014	720.747	747.469	810.087	869.521	926.104	985.780	1,044.927	1,107.623	2012.0
Tanzania	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Tanzania shilling Data last updated: 08/2014	256.150	270.395	283.976	298.224	313.187	328.900	345.402	362.732	2013.0
Thailand	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: Ministry of Commerce Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2011 Primary domestic currency: Thai baht Data last updated: 09/2014	104.270	106.010	107.862	110.364	112.260	114.763	116.817	119.470	2013.0
Timor-Leste	Inflation, end of period consumer prices	Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers? incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.	Index		Source: National Statistical Office Latest actual data: 2013 Harmonized prices: No Frequency of source data: Monthly Base year: 2012. Rebasing was conducted in 2013. Primary domestic currency: U.S. dollar Data last updated: 09/2014	100.000	104.000	105.010	108.950	113.143	117.595	122.284	127.213	2013.0
