,BRLUSD Curncy,PENUSD Curncy,MXNUSD Curncy,COPUSD Curncy,CLPUSD Curncy,TRYUSD Curncy,RUBUSD Curncy,ZARUSD Curncy,CNYUSD Curncy,KRWUSD Curncy,IDRUSD Curncy,INRUSD Curncy,PHPUSD Curncy,THBUSD Curncy
2001-11-14,0.3931,0.2909,0.10872,0.04331,0.14574,0.6484,0.03362,0.1034,0.12082,0.07819,0.09394,0.02081,0.01919,0.02252
2001-11-21,0.3932,0.29095,0.10917,0.04316,0.14825,0.66423,0.03337,0.10086,0.12081,0.0784,0.09579,0.02085,0.01923,0.02254
2001-11-28,0.4029,0.2912,0.1079,0.04332,0.14787,0.67636,0.03339,0.10144,0.12081,0.0788,0.09615,0.02083,0.01928,0.02268
2001-12-05,0.4107,0.29167,0.10829,0.04321,0.14895,0.68681,0.03338,0.08922,0.12081,0.07909,0.09551,0.02086,0.01923,0.02275
2001-12-12,0.4243,0.29141,0.10938,0.04332,0.1493,0.70111,0.03325,0.08989,0.12081,0.07865,0.09975,0.02091,0.01926,0.02289
2001-12-19,0.4358,0.29057,0.10971,0.04332,0.15148,0.67884,0.03297,0.08035,0.12082,0.07773,0.09896,0.02093,0.01949,0.02285
2001-12-26,0.4302,0.29051,0.10947,0.04341,0.15129,0.68512,0.03314,0.08354,0.12082,0.07634,0.09804,0.02081,0.01953,0.02269
2002-01-02,0.4342,0.29057,0.10982,0.04377,0.15343,0.69085,0.03279,0.08055,0.12082,0.07613,0.09602,0.02072,0.01934,0.02264
2002-01-09,0.4211,0.28839,0.10847,0.04318,0.14909,0.71169,0.03273,0.08861,0.12082,0.07637,0.09597,0.0207,0.01942,0.02269
2002-01-16,0.423,0.28916,0.10884,0.0441,0.14922,0.72807,0.03275,0.08715,0.12082,0.07634,0.09629,0.02071,0.01951,0.02278
2002-01-23,0.4205,0.28893,0.10945,0.04486,0.14892,0.73233,0.03272,0.08842,0.12082,0.0751,0.09608,0.0207,0.01936,0.02263
2002-01-30,0.4112,0.28729,0.10928,0.04403,0.14759,0.75296,0.03256,0.08783,0.12082,0.07631,0.09643,0.02061,0.01949,0.02275
2002-02-06,0.41,0.28699,0.10976,0.04428,0.14534,0.75443,0.03226,0.08699,0.12082,0.07619,0.0969,0.02053,0.01951,0.02275
2002-02-13,0.4151,0.28773,0.11025,0.04316,0.14844,0.74069,0.03239,0.08715,0.12081,0.07605,0.09816,0.02054,0.01947,0.02282
2002-02-20,0.4132,0.28798,0.11022,0.04361,0.14822,0.72754,0.03237,0.08838,0.12081,0.07582,0.09809,0.02057,0.01949,0.02284
2002-02-27,0.4243,0.28798,0.10994,0.04328,0.14855,0.70894,0.0323,0.08753,0.12082,0.07544,0.09814,0.02051,0.01946,0.02282
2002-03-06,0.4225,0.28887,0.11021,0.04359,0.14988,0.729,0.0322,0.09082,0.12082,0.07597,0.1004,0.02054,0.01957,0.02299
2002-03-13,0.4253,0.28975,0.10989,0.04401,0.15249,0.7326,0.03217,0.08605,0.12081,0.07576,0.10025,0.02053,0.01963,0.02309
2002-03-20,0.4266,0.28932,0.11031,0.04378,0.15205,0.73774,0.03197,0.08529,0.12081,0.07573,0.10106,0.02051,0.01956,0.02308
2002-03-27,0.43,0.29036,0.11105,0.04405,0.15217,0.74904,0.03214,0.08749,0.12081,0.07536,0.10352,0.02048,0.01958,0.02308
2002-04-03,0.4318,0.29019,0.11069,0.04406,0.15097,0.75583,0.03204,0.09001,0.12081,0.07526,0.10201,0.02044,0.01955,0.02291
2002-04-10,0.4413,0.29049,0.11056,0.04422,0.15599,0.76917,0.03178,0.08917,0.12081,0.07547,0.10444,0.02045,0.01961,0.02301
2002-04-17,0.4305,0.29155,0.10823,0.04431,0.15514,0.7654,0.03207,0.08981,0.12081,0.07583,0.10604,0.02043,0.01961,0.02307
2002-04-24,0.4239,0.29106,0.10771,0.04408,0.15291,0.7443,0.03209,0.09172,0.12081,0.07651,0.10707,0.02041,0.01965,0.02312
2002-05-01,0.4236,0.29138,0.10628,0.04388,0.15456,0.73308,0.03205,0.09458,0.12081,0.07749,0.10735,0.02044,0.01976,0.02315
2002-05-08,0.4103,0.29108,0.10621,0.04369,0.15329,0.72529,0.03203,0.0978,0.1208,0.0778,0.10764,0.02042,0.02008,0.02328
2002-05-15,0.3997,0.2899,0.1056,0.04341,0.15345,0.71705,0.03198,0.09809,0.12081,0.07862,0.10828,0.02039,0.02016,0.02333
2002-05-22,0.396,0.2881,0.10492,0.04269,0.15234,0.70832,0.03198,0.09899,0.12081,0.08019,0.11031,0.02042,0.0201,0.02335
2002-05-29,0.3979,0.28843,0.10314,0.04303,0.15289,0.70519,0.03192,0.10196,0.12082,0.08104,0.11299,0.02041,0.01998,0.02355
2002-06-05,0.3836,0.28833,0.10271,0.04284,0.15134,0.69541,0.03185,0.10076,0.12081,0.08169,0.11204,0.02039,0.01968,0.02357
2002-06-12,0.3583,0.28806,0.10317,0.04246,0.14961,0.64041,0.03184,0.0985,0.12081,0.08217,0.11461,0.02041,0.0198,0.02364
2002-06-19,0.3672,0.28769,0.10259,0.04167,0.14725,0.64725,0.0318,0.09763,0.1208,0.08128,0.11507,0.02043,0.01989,0.02374
2002-06-26,0.3473,0.28482,0.10059,0.04172,0.14231,0.60513,0.03177,0.09653,0.12081,0.08307,0.11521,0.02047,0.01986,0.0239
2002-07-03,0.3509,0.28397,0.10042,0.04118,0.14395,0.61726,0.03171,0.09843,0.12081,0.08282,0.11154,0.02049,0.01967,0.02407
2002-07-10,0.3511,0.28205,0.10167,0.04003,0.14301,0.60223,0.03168,0.10012,0.12082,0.08493,0.1123,0.02049,0.01992,0.02428
2002-07-17,0.3453,0.28261,0.10321,0.03957,0.14342,0.60934,0.0317,0.09867,0.12081,0.08534,0.11154,0.02051,0.01986,0.0247
2002-07-24,0.3397,0.28253,0.10357,0.03889,0.14265,0.58995,0.03171,0.09688,0.12081,0.08518,0.11034,0.02055,0.01971,0.02428
2002-07-31,0.2882,0.27976,0.10135,0.03804,0.14145,0.59128,0.0317,0.0983,0.12082,0.08418,0.11032,0.02054,0.01953,0.02379
2002-08-07,0.3314,0.28203,0.1027,0.03742,0.14347,0.61235,0.03168,0.09566,0.12081,0.08309,0.11038,0.02054,0.01937,0.0236
2002-08-14,0.3127,0.28031,0.1004,0.03774,0.14215,0.61177,0.03167,0.09492,0.12082,0.08464,0.11422,0.02058,0.01937,0.02389
2002-08-21,0.3246,0.27886,0.102,0.03771,0.14224,0.6119,0.03166,0.09201,0.12082,0.08388,0.11268,0.02061,0.01922,0.02378
2002-08-28,0.3201,0.27709,0.10096,0.03703,0.13957,0.61233,0.03167,0.09478,0.12081,0.08351,0.11255,0.02063,0.01926,0.0237
2002-09-04,0.321,0.27465,0.1002,0.03711,0.13966,0.61233,0.03166,0.09368,0.12081,0.08366,0.11249,0.02063,0.0193,0.0237
2002-09-11,0.3216,0.27774,0.10018,0.03675,0.13898,0.60074,0.03159,0.09474,0.12081,0.08299,0.11249,0.02063,0.01923,0.02353
2002-09-18,0.2983,0.27772,0.09985,0.03589,0.13693,0.5995,0.03161,0.0942,0.12081,0.08244,0.11111,0.02065,0.01912,0.02329
2002-09-25,0.2704,0.27499,0.0978,0.03561,0.13449,0.60441,0.03158,0.09467,0.12081,0.08137,0.11083,0.02065,0.01906,0.02301
2002-10-02,0.2732,0.27563,0.09893,0.03462,0.13467,0.60825,0.03154,0.09592,0.12081,0.08127,0.11102,0.02066,0.01899,0.02299
2002-10-09,0.2554,0.2763,0.0978,0.03489,0.13311,0.60626,0.03154,0.09553,0.12081,0.08042,0.1112,0.02069,0.01901,0.0229
2002-10-16,0.253,0.27582,0.09946,0.03497,0.13396,0.60678,0.03154,0.09612,0.12082,0.0802,0.10877,0.02067,0.01888,0.02283
2002-10-23,0.2562,0.27766,0.10056,0.03641,0.13594,0.59907,0.0315,0.09818,0.12081,0.08116,0.10852,0.02067,0.01885,0.0229
2002-10-30,0.2694,0.27739,0.09813,0.03602,0.13636,0.59664,0.03146,0.09906,0.12081,0.08116,0.10838,0.02066,0.01881,0.02302
2002-11-06,0.2735,0.27659,0.09812,0.03636,0.13913,0.60496,0.03142,0.10141,0.12081,0.08182,0.10857,0.02069,0.01889,0.02308
2002-11-13,0.2737,0.27797,0.09755,0.03666,0.14105,0.61633,0.0314,0.1017,0.12081,0.08317,0.11053,0.02071,0.01881,0.02308
2002-11-20,0.2845,0.27919,0.09894,0.03738,0.14352,0.62871,0.03139,0.10346,0.12081,0.0822,0.11151,0.02073,0.01863,0.02302
2002-11-27,0.2766,0.28273,0.09869,0.03615,0.14139,0.63812,0.03139,0.10793,0.12081,0.08302,0.1113,0.02073,0.01862,0.02304
2002-12-04,0.2691,0.28241,0.09726,0.03563,0.1404,0.64721,0.03139,0.10977,0.12081,0.0822,0.11117,0.02074,0.01867,0.02295
2002-12-11,0.2667,0.28482,0.09836,0.03593,0.14342,0.64016,0.03139,0.11293,0.12081,0.08278,0.11249,0.02077,0.01875,0.02308
2002-12-18,0.2834,0.28535,0.09841,0.0354,0.14362,0.61671,0.03138,0.11214,0.12081,0.08309,0.11236,0.02077,0.01863,0.02326
2002-12-25,0.282,0.2859,0.0977,0.03535,0.14159,0.60805,0.0314,0.11265,0.12081,0.0833,0.11245,0.0208,0.0187,0.0233
2003-01-01,0.2719,0.2845,0.0964,0.0348,0.13884,0.6033,0.0313,0.1165,0.12081,0.0843,0.11165,0.0208,0.0188,0.0232
2003-01-08,0.3011,0.2866,0.09615,0.0346,0.14069,0.5979,0.0314,0.116,0.12082,0.08425,0.11205,0.0208,0.0187,0.02335
2003-01-15,0.3007,0.28705,0.0953,0.0343,0.13918,0.59815,0.0314,0.11445,0.12081,0.0852,0.11285,0.0209,0.0187,0.0235
2003-01-22,0.2846,0.2855,0.09225,0.03415,0.13693,0.59825,0.0314,0.11165,0.12081,0.0849,0.11255,0.0209,0.01865,0.0234
2003-01-29,0.2775,0.2858,0.0916,0.034,0.13536,0.6051,0.0314,0.11695,0.12081,0.0855,0.1129,0.0209,0.0186,0.0235
2003-02-05,0.2806,0.28645,0.09215,0.0338,0.13481,0.60685,0.0314,0.1192,0.12081,0.0853,0.11275,0.021,0.0185,0.0234
2003-02-12,0.2775,0.28695,0.0911,0.0337,0.13377,0.604,0.0316,0.11945,0.1208,0.0834,0.11145,0.0209,0.0185,0.0232
2003-02-19,0.277,0.2872,0.09235,0.03405,0.13391,0.60945,0.0317,0.1205,0.1208,0.0837,0.1126,0.021,0.0184,0.0232
2003-02-26,0.2786,0.2873,0.0906,0.03385,0.13266,0.6188,0.0317,0.1228,0.1208,0.0841,0.1124,0.021,0.0184,0.0234
2003-03-05,0.281,0.2876,0.0893,0.0338,0.13224,0.62345,0.0316,0.1258,0.1208,0.0834,0.1129,0.021,0.0183,0.02355
2003-03-12,0.2877,0.2873,0.0918,0.0337,0.13237,0.617,0.0318,0.1245,0.12081,0.08035,0.11255,0.021,0.01815,0.0234
2003-03-19,0.2883,0.2869,0.0921,0.0338,0.13536,0.5814,0.03185,0.1224,0.12081,0.07955,0.1098,0.021,0.0182,0.0233
2003-03-26,0.2949,0.2875,0.093,0.0338,0.13769,0.5821,0.0319,0.1262,0.12081,0.08035,0.112,0.021,0.0186,0.0233
2003-04-02,0.3051,0.2881,0.09375,0.0338,0.13824,0.5933,0.032,0.1255,0.12081,0.0797,0.11255,0.0211,0.0188,0.0233
2003-04-09,0.3151,0.2885,0.0929,0.0343,0.13874,0.6091,0.032,0.12605,0.12081,0.07995,0.11275,0.0211,0.019,0.0232
2003-04-16,0.3262,0.2891,0.0943,0.03435,0.1398,0.61925,0.032,0.1301,0.12081,0.0823,0.11345,0.0211,0.0191,0.0233
2003-04-23,0.3326,0.289,0.0952,0.0344,0.14095,0.6044,0.0321,0.13505,0.12081,0.08195,0.11435,0.0211,0.019,0.0234
2003-04-30,0.3467,0.2889,0.0971,0.03485,0.14194,0.6398,0.03215,0.1369,0.12081,0.08245,0.1153,0.0211,0.019,0.0233
2003-05-07,0.3378,0.2878,0.09785,0.0348,0.14376,0.6532,0.03215,0.1374,0.12081,0.0823,0.1173,0.0212,0.0192,0.0235
2003-05-14,0.3452,0.28775,0.0983,0.0353,0.1434,0.67315,0.0323,0.13125,0.12081,0.08335,0.1184,0.0212,0.0192,0.02365
2003-05-21,0.3334,0.2867,0.0973,0.0342,0.14055,0.66755,0.0324,0.1289,0.12081,0.0838,0.1198,0.0213,0.019,0.0238
2003-05-28,0.3313,0.2862,0.096,0.0347,0.14008,0.69345,0.03265,0.122,0.12081,0.0833,0.12175,0.0213,0.0189,0.024
2003-06-04,0.342,0.28625,0.096,0.03515,0.13981,0.69545,0.0325,0.1224,0.12081,0.0832,0.12185,0.0213,0.0188,0.024
2003-06-11,0.3473,0.2869,0.0941,0.0354,0.14041,0.7024,0.0327,0.1258,0.12081,0.0837,0.12145,0.0214,0.0187,0.0239
2003-06-18,0.3443,0.28785,0.09415,0.03535,0.14141,0.7047,0.0329,0.12615,0.12081,0.0844,0.12185,0.0215,0.0187,0.0241
2003-06-25,0.3497,0.2875,0.0954,0.0356,0.14191,0.69735,0.033,0.1302,0.1208,0.0841,0.1219,0.0214,0.01875,0.02405
2003-07-02,0.3558,0.28815,0.0955,0.03555,0.14371,0.71405,0.033,0.1351,0.1208,0.0841,0.12145,0.0215,0.0187,0.0239
2003-07-09,0.3502,0.288,0.09535,0.03505,0.14212,0.70395,0.0329,0.1312,0.1208,0.08475,0.12165,0.0216,0.0187,0.024
2003-07-16,0.3484,0.28815,0.09615,0.03465,0.14299,0.71955,0.03275,0.1284,0.12081,0.0849,0.1213,0.0216,0.0187,0.02405
2003-07-23,0.3459,0.28815,0.0948,0.0347,0.14196,0.70995,0.03295,0.13335,0.12081,0.0846,0.11595,0.0217,0.01835,0.0238
2003-07-30,0.3393,0.28795,0.09545,0.0347,0.14124,0.68235,0.0331,0.1359,0.12081,0.08475,0.11745,0.0217,0.0183,0.02385
2003-08-06,0.3294,0.28745,0.09355,0.0345,0.1406,0.712,0.033,0.13605,0.12081,0.08435,0.11635,0.0217,0.01825,0.0238
2003-08-13,0.3319,0.2869,0.0932,0.03485,0.1419,0.711,0.0329,0.13495,0.12081,0.0847,0.1171,0.0218,0.01825,0.0239
2003-08-20,0.333,0.28725,0.0921,0.03485,0.14228,0.71635,0.033,0.13575,0.12081,0.085,0.11885,0.0226,0.01815,0.02385
2003-08-27,0.3361,0.2874,0.0914,0.0351,0.14313,0.72675,0.03295,0.13605,0.12081,0.08485,0.11825,0.0218,0.0181,0.0242
2003-09-03,0.3383,0.28695,0.09155,0.0354,0.14468,0.71785,0.0327,0.13785,0.12081,0.0849,0.118,0.0218,0.01825,0.02445
2003-09-10,0.3443,0.28725,0.0915,0.0354,0.14812,0.72255,0.0326,0.13545,0.12081,0.0856,0.1185,0.0218,0.0182,0.0247
2003-09-17,0.3434,0.28755,0.0916,0.0354,0.14989,0.7275,0.0326,0.1353,0.1208,0.08535,0.11805,0.02185,0.01815,0.0246
2003-09-24,0.343,0.2875,0.09285,0.03485,0.15252,0.73665,0.03285,0.14095,0.12081,0.08675,0.11855,0.0218,0.0181,0.0249
2003-10-01,0.3443,0.2871,0.09125,0.0343,0.1522,0.7197,0.0327,0.14435,0.12081,0.08665,0.11925,0.0219,0.01825,0.02515
2003-10-08,0.3516,0.28725,0.08835,0.03465,0.15488,0.72385,0.03295,0.14525,0.12081,0.08695,0.11945,0.022,0.01805,0.02555
2003-10-15,0.3538,0.2874,0.0895,0.03475,0.155,0.70995,0.0332,0.14265,0.12082,0.0854,0.1156,0.02185,0.0183,0.02505
2003-10-22,0.35,0.2876,0.08895,0.03485,0.15655,0.684,0.0334,0.1432,0.12082,0.08465,0.11815,0.0221,0.01815,0.025
2003-10-29,0.3514,0.2877,0.08995,0.0347,0.15795,0.6579,0.03355,0.1448,0.12082,0.08475,0.1172,0.0221,0.0181,0.02505
2003-11-05,0.3494,0.2879,0.09095,0.0349,0.15888,0.67225,0.0335,0.14445,0.12082,0.08455,0.11785,0.0221,0.0181,0.025
2003-11-12,0.3444,0.2876,0.0903,0.0351,0.15979,0.6592,0.0336,0.14545,0.12081,0.0852,0.1181,0.0221,0.0181,0.025
2003-11-19,0.3401,0.2878,0.0892,0.0353,0.15819,0.6821,0.0336,0.1509,0.12082,0.0849,0.118,0.0219,0.0181,0.025
2003-11-26,0.3394,0.2872,0.088,0.0348,0.16002,0.6826,0.0336,0.1561,0.12081,0.0831,0.1175,0.0218,0.018,0.025
2003-12-03,0.341,0.2875,0.08895,0.03555,0.16585,0.6892,0.0337,0.16005,0.12081,0.0835,0.11765,0.0219,0.01805,0.0251
2003-12-10,0.3396,0.28755,0.089,0.0354,0.165,0.69445,0.03385,0.1536,0.12081,0.0844,0.1176,0.02195,0.0181,0.02515
2003-12-17,0.3411,0.2881,0.08875,0.0358,0.16605,0.69885,0.0342,0.153,0.12081,0.08405,0.11775,0.022,0.018,0.02515
2003-12-24,0.3437,0.2887,0.08875,0.0358,0.1682,0.6991,0.03425,0.1492,0.12081,0.0834,0.1179,0.0219,0.018,0.02525
2003-12-31,0.346,0.2886,0.08895,0.036,0.16875,0.7128,0.0342,0.1492,0.12082,0.08375,0.1182,0.0219,0.018,0.0252
2004-01-07,0.3501,0.28895,0.0917,0.03625,0.17565,0.7302,0.0342,0.1521,0.12081,0.0842,0.11975,0.0219,0.0181,0.0255
2004-01-14,0.3545,0.28925,0.09235,0.0364,0.1746,0.73935,0.03435,0.14145,0.12081,0.08475,0.1198,0.022,0.0181,0.02555
2004-01-21,0.3517,0.2888,0.0911,0.0365,0.177,0.751,0.03475,0.1405,0.12081,0.0842,0.11905,0.022,0.018,0.02565
2004-01-28,0.3454,0.28685,0.0917,0.0367,0.17065,0.74905,0.0351,0.145,0.12081,0.0854,0.1186,0.022,0.0179,0.0256
2004-02-04,0.3425,0.2863,0.09035,0.0363,0.1695,0.7504,0.03505,0.1454,0.12081,0.0856,0.1183,0.0221,0.0178,0.0256
2004-02-11,0.344,0.28695,0.0909,0.0366,0.1715,0.753,0.035,0.14645,0.12081,0.0862,0.11895,0.0221,0.0179,0.02565
2004-02-18,0.3405,0.28805,0.09165,0.037,0.1735,0.75645,0.0351,0.1516,0.12081,0.08675,0.11945,0.022,0.0178,0.0256
2004-02-25,0.34,0.2878,0.0903,0.0374,0.1697,0.75355,0.03505,0.1508,0.12081,0.0853,0.11855,0.0221,0.0178,0.02555
2004-03-03,0.3458,0.2878,0.0904,0.0374,0.1665,0.75115,0.0349,0.14495,0.12081,0.08485,0.1168,0.0221,0.0178,0.0253
2004-03-10,0.3453,0.2884,0.0915,0.0372,0.1664,0.7574,0.035,0.15095,0.12081,0.0853,0.1165,0.0221,0.01775,0.02535
2004-03-17,0.3438,0.2884,0.0908,0.0375,0.164,0.75485,0.035,0.14895,0.12081,0.0858,0.1168,0.0221,0.0178,0.0253
2004-03-24,0.3415,0.28915,0.0909,0.0373,0.1627,0.7555,0.0351,0.1523,0.12081,0.0866,0.11655,0.02205,0.01775,0.0253
2004-03-31,0.344,0.289,0.08945,0.0373,0.1628,0.76135,0.0351,0.15845,0.12081,0.0872,0.1168,0.023,0.01775,0.02545
2004-04-07,0.3487,0.2889,0.08905,0.03745,0.1649,0.754,0.03505,0.15845,0.12081,0.08745,0.1166,0.023,0.01775,0.0255
2004-04-14,0.3457,0.2884,0.0886,0.03815,0.165,0.73245,0.0349,0.1509,0.12081,0.0864,0.1162,0.0229,0.0179,0.0255
2004-04-21,0.3416,0.2883,0.08845,0.038,0.1632,0.72355,0.0346,0.1484,0.12081,0.0865,0.1156,0.0227,0.0179,0.02525
2004-04-28,0.3408,0.287,0.0881,0.03795,0.16065,0.6989,0.0346,0.14405,0.12081,0.0865,0.1157,0.0226,0.01795,0.02515
2004-05-05,0.3375,0.28725,0.0878,0.03755,0.1598,0.6941,0.03455,0.14675,0.12081,0.0856,0.1151,0.02235,0.018,0.02515
2004-05-12,0.3194,0.28675,0.0859,0.03675,0.1547,0.64915,0.0344,0.1457,0.12081,0.0846,0.11155,0.022,0.0179,0.02475
2004-05-19,0.3212,0.287,0.08645,0.03655,0.15715,0.64185,0.0345,0.1483,0.12081,0.0852,0.1106,0.0221,0.0179,0.0245
2004-05-26,0.315,0.2864,0.0873,0.03635,0.1562,0.66325,0.0345,0.15135,0.12081,0.0848,0.1078,0.022,0.0179,0.02455
2004-06-02,0.3197,0.2868,0.0875,0.0366,0.1558,0.66095,0.0344,0.15365,0.12082,0.0858,0.10615,0.022,0.0179,0.02455
2004-06-09,0.3217,0.2878,0.08785,0.0367,0.1541,0.66755,0.03445,0.1505,0.12082,0.0863,0.10775,0.0222,0.01795,0.0246
2004-06-16,0.3181,0.2876,0.0876,0.03665,0.1538,0.6667,0.03445,0.15325,0.12082,0.0864,0.10625,0.022,0.01785,0.0244
2004-06-23,0.3206,0.2875,0.08815,0.03685,0.156,0.66975,0.03445,0.15985,0.12082,0.0861,0.10595,0.0217,0.0178,0.02435
2004-06-30,0.3229,0.28805,0.08685,0.03705,0.157,0.6741,0.0344,0.16055,0.12082,0.0866,0.10635,0.02175,0.0178,0.0244
2004-07-07,0.3302,0.2887,0.08715,0.0374,0.1582,0.6947,0.0344,0.16445,0.12081,0.0867,0.11105,0.0217,0.0179,0.0245
2004-07-14,0.331,0.291,0.0872,0.03755,0.15845,0.69835,0.0343,0.1648,0.12082,0.0867,0.1114,0.0217,0.0179,0.0245
2004-07-21,0.3295,0.2919,0.08715,0.038,0.15945,0.67935,0.0344,0.1643,0.12082,0.0863,0.1109,0.0217,0.0179,0.0243
2004-07-28,0.3274,0.29215,0.08715,0.038,0.15595,0.67315,0.0344,0.1591,0.12081,0.0856,0.1096,0.0216,0.0177,0.0241
2004-08-04,0.3273,0.29265,0.08725,0.0382,0.15565,0.67545,0.0343,0.1595,0.12082,0.0857,0.1084,0.0216,0.0179,0.02415
2004-08-11,0.329,0.29365,0.0874,0.0383,0.1562,0.68355,0.0342,0.161,0.12082,0.0864,0.108,0.0216,0.0179,0.0241
2004-08-18,0.3348,0.29525,0.0881,0.0383,0.1578,0.68165,0.0342,0.15385,0.12082,0.0863,0.1079,0.02155,0.01795,0.02415
2004-08-25,0.3393,0.2958,0.08793,0.038929,0.15879,0.6614,0.0342,0.150027,0.12082,0.08645,0.10795,0.0216,0.01785,0.024
2004-09-01,0.3417,0.29757,0.08748,0.039355,0.15958,0.66313,0.03421,0.150917,0.12082,0.0871,0.106752,0.021574,0.017785,0.024039
2004-09-08,0.3452,0.297067,0.08631,0.039463,0.16188,0.66756,0.03422,0.150716,0.12082,0.08703,0.107515,0.021588,0.017844,0.023992
2004-09-15,0.3444,0.298686,0.08673,0.039412,0.16278,0.66718,0.03423,0.152247,0.12081,0.08718,0.10989,0.021811,0.017832,0.024193
2004-09-22,0.348,0.298374,0.08763,0.039042,0.16279,0.66061,0.03422,0.153734,0.12082,0.08707,0.109099,0.021809,0.017773,0.024169
2004-09-29,0.3506,0.299177,0.08755,0.038525,0.16462,0.66463,0.03422,0.155298,0.12082,0.08681,0.108802,0.021696,0.017746,0.024079
2004-10-06,0.3525,0.30003,0.08868,0.038343,0.16625,0.66401,0.03422,0.153183,0.12082,0.08678,0.10989,0.021801,0.017776,0.024125
2004-10-13,0.3516,0.30175,0.08857,0.039246,0.16479,0.6716,0.03434,0.151526,0.12082,0.08711,0.10932,0.021808,0.017764,0.024172
2004-10-20,0.3467,0.301387,0.08726,0.039025,0.162,0.67261,0.03435,0.158172,0.12082,0.08749,0.110102,0.02182,0.017754,0.024204
2004-10-27,0.3499,0.300933,0.08688,0.038737,0.16363,0.67636,0.03475,0.161898,0.12082,0.08897,0.10974,0.021869,0.01772,0.024334
2004-11-03,0.3535,0.301614,0.08748,0.039098,0.16562,0.68213,0.03476,0.164464,0.12082,0.08959,0.109806,0.022019,0.017749,0.024282
2004-11-10,0.3539,0.302389,0.08746,0.039232,0.1662,0.68493,0.03487,0.16094,0.12082,0.09007,0.110681,0.022134,0.017762,0.024552
2004-11-17,0.3623,0.30248,0.08829,0.039727,0.16997,0.69037,0.0349,0.167305,0.12082,0.09248,0.11121,0.022199,0.017748,0.024939
2004-11-24,0.3631,0.302024,0.08865,0.039928,0.16988,0.69833,0.03524,0.168368,0.12082,0.09374,0.111439,0.022193,0.017756,0.025205
2004-12-01,0.3691,0.302847,0.08951,0.040493,0.17135,0.70373,0.03576,0.172832,0.12082,0.09557,0.110803,0.022495,0.017811,0.025434
2004-12-08,0.3627,0.301659,0.08881,0.040717,0.17137,0.70672,0.03571,0.171196,0.12082,0.09446,0.108933,0.022691,0.017841,0.025352
2004-12-15,0.3669,0.306513,0.08938,0.042026,0.17354,0.71048,0.03589,0.17437,0.12082,0.09425,0.107846,0.022712,0.017767,0.025505
2004-12-22,0.3696,0.306208,0.08956,0.041907,0.17635,0.71878,0.03593,0.176459,0.12082,0.09474,0.10717,0.022815,0.017809,0.025608
2004-12-29,0.3743,0.3046,0.0888,0.04171,0.17864,0.73679,0.03591,0.175231,0.12082,0.09543,0.107153,0.022881,0.017762,0.025527
2005-01-05,0.3695,0.30553,0.08813,0.042463,0.17724,0.72661,0.03587,0.168928,0.12082,0.09557,0.107325,0.022818,0.017812,0.025579
2005-01-12,0.3705,0.306255,0.08942,0.042749,0.17683,0.73665,0.03592,0.167294,0.12082,0.09596,0.108743,0.022815,0.017892,0.025737
2005-01-19,0.3692,0.306162,0.08917,0.042143,0.17138,0.74433,0.03554,0.165392,0.12082,0.09699,0.109099,0.022875,0.018015,0.026008
2005-01-26,0.3757,0.306607,0.08895,0.042114,0.17101,0.75552,0.03568,0.168595,0.12082,0.09694,0.109367,0.022839,0.01808,0.025977
2005-02-02,0.3824,0.306702,0.0895,0.04223,0.17225,0.75152,0.03572,0.165643,0.12082,0.0973,0.108862,0.023028,0.018189,0.025986
2005-02-09,0.384,0.30689,0.08956,0.042509,0.17303,0.74991,0.03556,0.160466,0.12082,0.09625,0.107643,0.022883,0.018222,0.025912
2005-02-16,0.3875,0.306866,0.08963,0.042876,0.17575,0.75873,0.0357,0.166702,0.12082,0.09737,0.107573,0.022852,0.018165,0.025964
2005-02-23,0.3873,0.307055,0.09022,0.043382,0.17629,0.76746,0.03598,0.172151,0.12082,0.0997,0.108202,0.022868,0.018302,0.025994
2005-03-02,0.3802,0.306607,0.09003,0.042963,0.17013,0.77867,0.03605,0.169061,0.12082,0.0993,0.107799,0.022878,0.018274,0.026072
2005-03-09,0.3708,0.306913,0.09094,0.042883,0.17021,0.79114,0.0363,0.173571,0.12082,0.0999,0.106809,0.022904,0.018396,0.026118
2005-03-16,0.3642,0.306749,0.08932,0.042034,0.16972,0.75755,0.03641,0.164913,0.12082,0.0994,0.106998,0.022904,0.018515,0.026018
2005-03-23,0.3651,0.306701,0.08888,0.041948,0.16978,0.73395,0.03609,0.1608,0.12082,0.09919,0.106372,0.02286,0.018465,0.025867
2005-03-30,0.3737,0.306702,0.08904,0.042257,0.17036,0.73177,0.03592,0.158824,0.12082,0.09771,0.105263,0.022826,0.018258,0.025465
2005-04-06,0.3843,0.30689,0.08906,0.042391,0.17114,0.74099,0.0358,0.163165,0.1208,0.09869,0.105446,0.022857,0.018277,0.025269
2005-04-13,0.3909,0.306819,0.09035,0.04286,0.1747,0.74541,0.03594,0.162989,0.12074,0.09886,0.105474,0.02286,0.018489,0.025291
2005-04-20,0.3898,0.306913,0.09037,0.042668,0.1726,0.73652,0.03606,0.164118,0.1208,0.09901,0.104112,0.022852,0.018393,0.025403
2005-04-27,0.3976,0.307008,0.09012,0.042676,0.17241,0.7286,0.03606,0.16461,0.1208,0.09972,0.104614,0.022894,0.018404,0.025249
